AccXmin,AccYmin,AccZmin,AccXmax,AccYmax,AccZmax,AccXmean,AccYmean,AccZmean,GyrXmin,GyrYmin,GyrZmin,GyrXmax,GyrYmax,GyrZmax,GyrXmean,GyrYmean,GyrZmean,StartTime,EndTime
1.64,-1.98,-0.19,1.68,-1.95,-0.15,1.6626666666666665,-1.964333333333333,-0.16766666666666669,-8.9,0.23,3.28,-8.32,1.19,3.66,-8.657333333333332,0.7123333333333335,3.4853333333333327,2020-10-08 14:00:49.183274,2020-10-08 14:01:49.182679
1.65,-1.97,-0.18,1.68,-1.96,-0.16,1.662666666666666,-1.9643333333333335,-0.1703333333333333,-8.9,0.37,3.14,-8.44,1.17,3.71,-8.674333333333333,0.7850000000000001,3.451333333333333,2020-10-08 14:01:53.192357,2020-10-08 14:02:51.337361
1.65,-1.98,-0.18,1.68,-1.95,-0.15,1.663,-1.9646666666666666,-0.16799999999999998,-8.82,0.22,3.19,-8.47,1.19,3.67,-8.655333333333335,0.7123333333333335,3.4636666666666662,2020-10-08 14:02:55.140531,2020-10-08 14:03:53.141852
1.64,-1.98,-0.18,1.68,-1.96,-0.15,1.6653333333333329,-1.9666666666666666,-0.16833333333333333,-8.89,0.21,3.21,-8.47,1.29,3.65,-8.648333333333333,0.7423333333333335,3.4553333333333347,2020-10-08 14:03:57.140693,2020-10-08 14:04:57.141580
1.65,-1.98,-0.18,1.68,-1.96,-0.15,1.6636666666666662,-1.9653333333333332,-0.16766666666666669,-8.94,-0.1,3.22,-8.48,1.22,3.68,-8.666333333333332,0.6113333333333332,3.4640000000000004,2020-10-08 14:05:01.180774,2020-10-08 14:05:59.142265
1.64,-1.98,-0.19,1.68,-1.95,-0.15,1.6626666666666667,-1.9663333333333326,-0.16700000000000007,-8.87,0.27,3.18,-8.42,1.24,3.69,-8.688666666666666,0.7413333333333333,3.4530000000000003,2020-10-08 14:06:03.138893,2020-10-08 14:07:01.152218
1.64,-1.97,-0.18,1.68,-1.95,-0.15,1.6596666666666664,-1.963,-0.16833333333333333,-8.93,0.33,3.34,-8.51,1.31,3.69,-8.700333333333333,0.7849999999999999,3.497999999999999,2020-10-08 14:07:05.139910,2020-10-08 14:08:03.140789
1.64,-1.98,-0.19,1.68,-1.96,-0.16,1.6636666666666668,-1.9653333333333332,-0.168,-8.94,0.27,3.27,-8.47,1.33,3.73,-8.670333333333332,0.7416666666666666,3.4933333333333336,2020-10-08 14:08:07.157606,2020-10-08 14:09:05.150052
1.65,-1.97,-0.18,1.68,-1.95,-0.15,1.6639999999999993,-1.9623333333333335,-0.16766666666666669,-8.92,0.33,3.14,-8.38,1.14,3.69,-8.666333333333332,0.7303333333333334,3.434333333333333,2020-10-08 14:09:09.142009,2020-10-08 14:10:07.139891
1.65,-1.97,-0.18,1.69,-1.96,-0.14,1.6656666666666666,-1.9653333333333334,-0.16633333333333333,-8.95,0.24,3.15,-8.37,1.13,3.76,-8.639999999999999,0.7093333333333333,3.4323333333333337,2020-10-08 14:10:11.243114,2020-10-08 14:11:11.139734
1.37,-2.0,-0.34,1.8,-1.33,-0.17,1.5836666666666672,-1.7446666666666666,-0.2826666666666666,-173.48,-115.95,-27.58,115.4,53.95,33.58,-11.326,-0.06999999999999997,3.123666666666666,2020-10-08 14:11:15.153998,2020-10-16 18:02:08.275204
0.91,-2.0,-0.97,1.92,-1.22,-0.18,1.3733333333333335,-1.525,-0.4673333333333332,-9.23,-190.02,-216.43,167.89,9.04,240.88,2.733333333333332,-6.410666666666667,3.6363333333333316,2020-10-16 18:02:12.274864,2020-10-16 18:03:10.290377
0.31,-2.0,-1.24,1.73,-1.79,0.96,1.0649999999999997,-1.9443333333333332,-0.4930000000000001,-47.05,-44.93,-3.8,24.19,56.54,224.23,-8.299,4.054333333333334,15.857333333333331,2020-10-16 18:03:14.431414,2020-10-16 18:04:14.340185
0.77,-2.0,-0.77,1.66,-1.81,0.67,1.0733333333333333,-1.3579999999999999,-0.23133333333333325,-48.31,-35.91,-5.19,11.37,67.48,47.35,-8.061333333333334,1.5050000000000001,4.525333333333334,2020-10-16 18:04:18.238713,2020-10-16 18:12:17.215285
1.22,-2.0,-0.88,1.79,-1.9,0.02,1.466666666666666,-1.9256666666666669,-0.5143333333333338,-27.16,-34.77,-84.61,-8.13,1.69,3.81,-9.126333333333333,-0.7683333333333332,0.11633333333333334,2020-10-16 18:12:21.250006,2020-10-16 18:16:07.851759
1.65,-1.93,-0.23,1.67,-1.92,-0.21,1.664333333333333,-1.9283333333333332,-0.2193333333333333,-8.67,0.72,3.41,-8.17,1.14,3.79,-8.374666666666668,0.9410000000000001,3.5773333333333333,2020-10-16 18:16:17.909042,2020-10-16 18:17:15.809270
1.66,-1.93,-0.23,1.67,-1.92,-0.21,1.6626666666666658,-1.929,-0.21700000000000003,-8.56,0.63,3.47,-8.09,1.15,3.74,-8.343666666666667,0.9396666666666669,3.587333333333334,2020-10-16 18:17:19.808099,2020-10-16 18:18:17.815812
1.65,-1.94,-0.23,1.67,-1.92,-0.21,1.6623333333333326,-1.9286666666666668,-0.2196666666666666,-8.6,0.82,3.36,-8.18,1.11,3.71,-8.362333333333334,0.9626666666666669,3.5813333333333337,2020-10-16 18:18:21.801320,2020-10-16 18:19:19.801334
0.98,-1.93,-0.91,1.67,-1.31,-0.22,1.536000000000001,-1.530666666666666,-0.25266666666666676,-194.05,0.77,3.13,-6.6,98.25,7.56,-14.484999999999996,4.214333333333333,3.7359999999999998,2020-10-16 18:19:23.800105,2020-10-16 18:20:21.805189
1.52,-1.5,-0.24,1.59,-1.4,-0.19,1.5470000000000004,-1.4360000000000002,-0.2150000000000001,-9.1,0.39,3.31,-8.13,7.35,3.98,-8.420333333333334,1.190333333333333,3.571,2020-10-16 18:20:25.796916,2020-10-16 18:21:23.817944
0.78,-1.91,-0.2,1.59,-1.49,1.1,1.5096666666666663,-1.5406666666666664,-0.05133333333333336,-105.6,-26.7,-3.4,7.82,83.57,68.71,-11.341333333333333,5.070666666666667,6.529333333333333,2020-10-16 18:21:27.805513,2020-10-16 18:22:25.823733
0.61,-1.84,-0.52,1.71,-1.0,0.85,1.2896666666666665,-1.5086666666666664,0.20766666666666686,-19.31,-6.6,-22.59,8.92,105.99,31.57,-7.412999999999998,10.272333333333332,4.373666666666666,2020-10-16 18:22:29.883125,2020-10-16 18:23:27.801486
1.42,-1.85,-0.53,1.76,-1.1,-0.21,1.4726666666666666,-1.521666666666667,-0.4816666666666665,-8.62,0.21,-80.87,77.51,31.82,4.11,-5.489666666666668,1.880666666666667,0.7936666666666665,2020-10-16 18:23:31.797578,2020-10-16 18:24:29.871024
1.56,-1.92,-0.35,1.67,-1.73,-0.24,1.6479999999999992,-1.8773333333333337,-0.26366666666666655,-8.56,0.67,3.29,-0.21,2.7,91.44,-8.056000000000001,0.9866666666666665,6.4976666666666665,2020-10-16 18:24:33.814880,2020-10-16 18:25:31.828080
0.57,-2.0,-0.98,1.72,-1.27,0.36,1.4163333333333334,-1.687,-0.25533333333333336,-36.97,-45.24,-99.73,114.57,89.4,17.69,-1.4659999999999997,5.7703333333333315,-3.197666666666667,2020-10-16 18:25:36.035144,2020-10-16 18:26:33.804825
1.22,-1.92,-0.62,1.67,-1.34,0.41,1.6149999999999993,-1.8099999999999994,-0.17633333333333334,-91.05,-137.56,-7.02,62.29,6.3,116.73,-9.031,-4.651666666666663,6.525666666666665,2020-10-16 18:26:37.830905,2020-10-16 18:27:35.795582
1.66,-1.88,-0.23,1.67,-1.86,-0.2,1.665,-1.8666666666666667,-0.21033333333333337,-8.67,-0.74,2.95,-8.05,2.39,4.16,-8.350999999999999,0.9246666666666666,3.542666666666667,2020-10-16 18:27:39.796630,2020-10-16 18:28:37.801978
1.64,-1.88,-0.35,1.68,-1.81,-0.2,1.6633333333333327,-1.8653333333333326,-0.21833333333333332,-8.71,-6.05,-0.9,40.89,3.86,3.8,-6.709333333333333,0.7996666666666666,3.322333333333333,2020-10-16 18:28:41.812632,2020-10-16 18:29:41.797300
1.65,-1.89,-0.24,1.67,-1.86,-0.2,1.6623333333333328,-1.8669999999999995,-0.21533333333333332,-8.6,-0.72,2.69,-8.05,2.24,4.66,-8.371666666666668,0.8893333333333333,3.574999999999999,2020-10-16 18:29:45.799924,2020-10-16 18:30:43.811301
1.14,-2.0,-0.62,1.68,-1.86,-0.05,1.5753333333333337,-1.9673333333333332,-0.2163333333333334,-39.39,-75.33,-70.68,-6.08,16.66,30.68,-9.890666666666666,-1.1600000000000004,1.992333333333333,2020-10-16 18:30:47.794574,2020-10-16 18:31:45.908750
0.89,-2.0,-0.84,1.68,-2.0,-0.09,1.5373333333333337,-2.0,-0.21933333333333327,-74.42,0.73,-45.06,5.42,16.31,42.7,-11.747333333333335,2.378666666666666,5.630666666666667,2020-10-16 18:31:49.991848,2020-10-16 18:32:50.051230
1.66,-2.0,-0.11,1.68,-2.0,-0.09,1.6690000000000007,-2.0,-0.10433333333333333,-8.54,0.81,3.26,-8.13,1.15,3.69,-8.361666666666666,0.9413333333333332,3.5409999999999995,2020-10-16 18:32:56.132114,2020-10-16 18:33:55.201740
1.3,-2.0,-0.29,1.68,-2.0,-0.09,1.5096666666666667,-2.0,-0.1746666666666667,-42.31,-140.65,2.96,-8.16,13.12,130.34,-9.65766666666667,-3.4293333333333336,7.837666666666666,2020-10-16 18:33:57.792458,2020-10-16 18:34:59.792652
1.44,-2.0,-0.21,1.46,-2.0,-0.19,1.4456666666666667,-2.0,-0.20433333333333342,-8.59,0.72,3.43,-8.06,1.18,3.67,-8.350333333333333,0.9589999999999999,3.5403333333333338,2020-10-16 18:35:03.794868,2020-10-16 18:36:03.924055
1.44,-2.0,-0.2,1.46,-2.0,-0.18,1.450666666666667,-2.0,-0.1923333333333334,-8.54,0.68,3.37,-8.0,1.13,3.75,-8.329333333333333,0.8993333333333332,3.523333333333334,2020-10-16 18:36:07.794859,2020-10-16 18:37:05.794731
1.45,-2.0,-0.2,1.46,-2.0,-0.18,1.4540000000000004,-2.0,-0.18866666666666673,-8.69,0.77,3.4,-8.15,1.14,3.68,-8.349333333333334,0.9563333333333334,3.5449999999999995,2020-10-16 18:37:09.805874,2020-10-16 18:38:11.814977
1.45,-2.0,-0.2,1.46,-2.0,-0.18,1.455666666666667,-2.0,-0.18700000000000003,-8.56,0.69,3.43,-8.18,1.3,3.85,-8.341000000000001,0.9309999999999999,3.557333333333333,2020-10-16 18:38:16.797742,2020-10-16 18:39:13.866930
1.45,-2.0,-0.2,1.46,-2.0,-0.18,1.4550000000000007,-2.0,-0.18699999999999997,-8.56,0.67,3.27,-8.15,1.31,3.66,-8.324666666666669,0.9556666666666669,3.5136666666666665,2020-10-16 18:39:17.804861,2020-10-16 18:40:19.807409
1.45,-2.0,-0.19,1.46,-2.0,-0.18,1.455666666666667,-2.0,-0.18533333333333338,-8.53,0.82,3.38,-8.16,1.15,3.68,-8.351,0.9506666666666667,3.538666666666666,2020-10-16 18:40:26.076939,2020-10-16 18:41:27.814022
1.45,-2.0,-0.2,1.46,-2.0,-0.18,1.457666666666667,-2.0,-0.1873333333333334,-8.6,0.63,3.28,-8.15,1.16,3.73,-8.349333333333332,0.8993333333333334,3.521333333333333,2020-10-16 18:41:31.800872,2020-10-16 18:42:30.039513
1.45,-2.0,-0.19,1.46,-2.0,-0.18,1.4576666666666673,-2.0,-0.18599999999999997,-8.55,0.63,3.41,-8.16,1.4,3.68,-8.362,0.9453333333333337,3.561,2020-10-16 18:42:33.963657,2020-10-16 18:43:31.799062
1.45,-2.0,-0.19,1.47,-2.0,-0.17,1.456666666666667,-2.0,-0.18333333333333338,-8.59,0.71,3.33,-8.09,1.24,3.73,-8.376000000000001,0.9323333333333331,3.531333333333332,2020-10-16 18:43:35.798411,2020-10-16 18:44:33.997637
1.45,-2.0,-0.2,1.46,-2.0,-0.17,1.4563333333333337,-2.0,-0.18366666666666667,-8.56,0.69,3.38,-8.12,1.18,3.7,-8.321,0.9246666666666665,3.544666666666667,2020-10-16 18:44:37.801134,2020-10-16 18:45:35.797646
1.45,-2.0,-0.19,1.47,-2.0,-0.17,1.4583333333333337,-2.0,-0.18400000000000002,-8.61,0.66,3.37,-8.12,1.24,3.61,-8.361333333333334,0.9643333333333332,3.5193333333333334,2020-10-16 18:45:39.799062,2020-10-16 18:46:37.834651
1.45,-2.0,-0.19,1.46,-2.0,-0.17,1.4573333333333338,-2.0,-0.18233333333333338,-8.59,0.65,3.34,-8.11,1.24,3.76,-8.341666666666667,0.9476666666666667,3.5323333333333338,2020-10-16 18:46:41.802595,2020-10-16 18:47:39.812072
1.45,-2.0,-0.19,1.46,-2.0,-0.17,1.457333333333334,-2.0,-0.18433333333333338,-8.57,0.54,3.28,-8.04,1.27,3.69,-8.355,0.9226666666666667,3.506666666666667,2020-10-16 18:47:43.838427,2020-10-16 18:48:43.802064
1.45,-2.0,-0.2,1.47,-2.0,-0.18,1.4573333333333338,-2.0,-0.18466666666666665,-8.59,0.58,3.35,-8.09,1.25,3.78,-8.331666666666667,0.9343333333333332,3.558666666666666,2020-10-16 18:48:47.804065,2020-10-16 18:49:45.794602
1.45,-2.0,-0.2,1.47,-2.0,-0.17,1.4583333333333337,-2.0,-0.18366666666666673,-8.5,0.76,3.38,-8.17,1.15,3.66,-8.309000000000001,0.9700000000000001,3.5083333333333333,2020-10-16 18:49:49.802078,2020-10-16 18:50:47.869424
1.45,-2.0,-0.2,1.46,-2.0,-0.18,1.4570000000000007,-2.0,-0.18466666666666673,-8.67,0.47,3.32,-8.15,1.26,3.8,-8.362,0.9396666666666664,3.5309999999999993,2020-10-16 18:50:51.800198,2020-10-16 18:51:50.054062
1.45,-2.0,-0.19,1.46,-2.0,-0.17,1.4573333333333338,-2.0,-0.18333333333333332,-8.54,0.69,3.36,-8.19,1.21,3.63,-8.350666666666667,0.9356666666666666,3.527999999999999,2020-10-16 18:51:54.059741,2020-10-16 18:52:51.803992
1.45,-2.0,-0.2,1.46,-2.0,-0.18,1.456666666666667,-2.0,-0.18500000000000003,-8.63,0.74,3.4,-8.11,1.17,3.66,-8.348,0.9576666666666667,3.5223333333333335,2020-10-16 18:52:55.801311,2020-10-16 18:53:53.861555
1.45,-2.0,-0.2,1.47,-2.0,-0.17,1.456666666666667,-2.0,-0.18500000000000003,-8.56,0.68,3.33,-8.11,1.14,3.66,-8.367333333333331,0.939,3.5270000000000006,2020-10-16 18:53:58.181095,2020-10-16 18:54:57.793367
1.45,-2.0,-0.2,1.46,-2.0,-0.17,1.4570000000000003,-2.0,-0.1846666666666667,-8.6,0.69,3.41,-8.08,1.27,3.7,-8.345333333333334,0.9513333333333335,3.540333333333332,2020-10-16 18:55:01.796684,2020-10-16 18:55:59.795888
1.45,-2.0,-0.19,1.47,-2.0,-0.17,1.4573333333333338,-2.0,-0.184,-8.56,0.59,3.42,-8.13,1.32,3.76,-8.334666666666669,0.9193333333333331,3.5600000000000005,2020-10-16 18:56:03.805234,2020-10-16 18:57:01.802781
1.45,-2.0,-0.2,1.46,-2.0,-0.18,1.4573333333333338,-2.0,-0.18533333333333338,-8.65,0.59,3.27,-8.08,1.16,3.72,-8.377666666666666,0.9356666666666666,3.508333333333333,2020-10-16 18:57:05.798149,2020-10-16 18:58:03.800325
1.45,-2.0,-0.19,1.46,-2.0,-0.17,1.457333333333334,-2.0,-0.1826666666666667,-8.61,0.7,3.35,-8.14,1.12,3.7,-8.342333333333334,0.9029999999999999,3.529666666666666,2020-10-16 18:58:07.803930,2020-10-16 18:59:05.790220
1.45,-2.0,-0.19,1.46,-2.0,-0.17,1.4583333333333341,-2.0,-0.18366666666666667,-8.59,0.69,3.36,-8.16,1.15,3.7,-8.374,0.9369999999999999,3.5253333333333328,2020-10-16 18:59:09.799561,2020-10-16 19:00:11.823482
1.45,-2.0,-0.19,1.47,-2.0,-0.17,1.4586666666666668,-2.0,-0.183,-8.65,0.73,3.36,-8.15,1.16,3.73,-8.352666666666666,0.9136666666666666,3.536,2020-10-16 19:00:15.792886,2020-10-16 19:01:13.795324
1.45,-2.0,-0.2,1.47,-2.0,-0.16,1.461,-2.0,-0.17566666666666667,-8.64,-1.63,1.16,-0.95,1.13,3.7,-8.097333333333333,0.8353333333333334,3.4376666666666655,2020-10-16 19:01:17.828224,2020-10-16 19:02:15.805256
1.45,-2.0,-0.18,1.47,-2.0,-0.17,1.458666666666667,-2.0,-0.17366666666666664,-8.57,0.79,3.39,-8.1,1.15,3.68,-8.334666666666669,0.952,3.5123333333333338,2020-10-16 19:02:19.800632,2020-10-16 19:03:17.801360
1.21,-2.0,-0.85,1.65,-1.77,0.63,1.4630000000000003,-1.957333333333334,0.3876666666666667,-114.31,0.62,-0.41,-4.28,38.05,8.81,-11.72433333333333,2.5816666666666657,3.487333333333333,2020-10-16 19:03:21.802288,2020-10-16 19:04:21.876059
1.46,-1.96,0.62,1.47,-1.95,0.64,1.465,-1.955666666666667,0.6249999999999999,-8.69,0.56,3.36,-8.07,1.44,3.86,-8.362666666666666,0.9480000000000002,3.536666666666667,2020-10-16 19:04:25.827013,2020-10-16 19:05:23.832034
1.46,-1.96,0.61,1.47,-1.95,0.63,1.4656666666666665,-1.9550000000000007,0.6246666666666665,-8.56,0.59,3.31,-8.15,1.17,3.72,-8.349333333333334,0.889,3.5290000000000012,2020-10-16 19:05:27.837252,2020-10-16 19:06:25.810267
1.46,-1.96,0.61,1.47,-1.95,0.63,1.4666666666666663,-1.9556666666666678,0.6226666666666667,-8.66,0.73,3.28,-8.15,1.19,3.65,-8.388333333333334,0.9363333333333334,3.5120000000000005,2020-10-16 19:06:29.842654,2020-10-16 19:07:27.818621
1.46,-1.96,0.61,1.48,-1.95,0.63,1.468333333333333,-1.955000000000001,0.6199999999999997,-8.5,0.69,3.38,-8.1,1.35,3.69,-8.342000000000002,0.9533333333333334,3.5153333333333325,2020-10-16 19:07:31.807473,2020-10-16 19:08:29.801342
1.46,-1.96,0.61,1.48,-1.95,0.63,1.4669999999999996,-1.955000000000001,0.6223333333333335,-8.65,0.71,3.39,-8.06,1.08,3.7,-8.356666666666671,0.9290000000000003,3.530666666666667,2020-10-16 19:08:33.895374,2020-10-16 19:09:33.812763
1.46,-1.96,0.62,1.47,-1.95,0.64,1.4656666666666665,-1.9586666666666674,0.6246666666666667,-9.01,0.14,2.8,-8.18,1.13,3.79,-8.380666666666666,0.9403333333333334,3.5336666666666665,2020-10-16 19:09:37.804655,2020-10-16 19:10:35.804177
1.04,-2.0,-0.22,1.66,-1.58,0.64,1.4739999999999993,-1.9470000000000005,0.5243333333333331,-23.53,-29.39,-32.28,0.98,1.38,29.6,-8.531333333333333,-0.3446666666666667,3.2236666666666665,2020-10-16 19:10:39.804368,2020-10-16 19:11:37.801971
1.53,-2.0,-0.37,1.75,-1.86,0.11,1.6463333333333334,-1.9686666666666666,-0.23966666666666664,-19.61,-4.34,-6.92,5.94,14.58,86.63,-8.152,1.8556666666666666,6.269,2020-10-16 19:11:41.871119,2020-10-17 13:53:19.939054
-0.16,-2.0,-0.3,1.7,-0.88,0.6,0.901666666666667,-1.1246666666666665,0.18033333333333335,-25.02,-195.94,-20.4,30.33,43.09,125.44,-7.375333333333333,-5.546666666666666,9.599666666666668,2020-10-17 13:53:22.949802,2020-10-17 13:55:04.972463
0.86,-1.18,0.42,1.07,-0.96,0.65,0.9706666666666665,-1.1190000000000002,0.5486666666666669,-15.76,-8.26,-22.44,31.89,14.02,17.51,-7.7703333333333315,1.3926666666666674,3.972666666666667,2020-10-17 13:55:08.948188,2020-10-17 13:56:42.951914
0.88,-1.88,0.02,1.73,-1.1,0.64,1.4786666666666666,-1.645333333333333,0.17866666666666667,-19.77,-6.0,1.66,-2.75,10.38,6.98,-8.294,0.32766666666666683,3.947333333333333,2020-10-17 13:56:46.949425,2020-10-17 14:17:30.943722
1.64,-1.89,0.01,1.71,-1.86,0.06,1.681666666666667,-1.8770000000000002,0.031000000000000014,-9.71,-2.57,0.92,-5.79,11.65,5.8,-7.994333333333333,0.8513333333333328,3.564666666666667,2020-10-17 14:17:34.901380,2020-10-17 14:18:32.909937
1.64,-1.9,0.01,1.7,-1.81,0.05,1.6833333333333333,-1.8670000000000004,0.027333333333333345,-9.58,-6.12,1.36,4.34,6.28,9.61,-8.092999999999998,0.996,3.480666666666667,2020-10-17 14:18:37.086780,2020-10-17 14:19:34.945598
1.31,-1.82,-0.11,1.66,-1.13,0.12,1.3586666666666667,-1.1996666666666664,-0.06933333333333337,-13.94,-0.95,-17.24,-7.18,3.37,4.68,-8.590666666666666,0.9379999999999998,2.8426666666666667,2020-10-17 14:19:38.962684,2020-10-17 14:20:42.933571
1.32,-2.0,-0.32,1.7,-1.14,0.73,1.620999999999999,-1.8983333333333343,-0.13100000000000003,-39.11,-32.37,-21.18,2.28,57.84,12.86,-9.219666666666665,4.371333333333334,0.24766666666666676,2020-10-17 14:20:46.931101,2021-01-02 17:17:38.290687
1.65,-1.89,-0.26,1.67,-1.87,-0.23,1.658999999999999,-1.8803333333333339,-0.24133333333333343,-8.37,0.59,3.25,-7.97,1.01,3.66,-8.106666666666667,0.8106666666666666,3.3939999999999992,2021-01-02 17:17:42.269273,2021-01-02 17:18:40.267373
